CustomerID,RSCORE,F SCORE,M SCORE,RFM SCORE,Cluster
12346,0.8794438070232793,2.880399748684191,2.898054620181674,144,0
12347,2.8722860018164806,0.8804234008806653,2.898054620181674,414,1
12348,1.615099622348944,2.2760107935474463,2.898054620181674,234,0
12349,2.270597685821463,1.618068697777717,2.898054620181674,324,1
12350,0.8794438070232793,2.2760107935474463,1.6245173802140969,132,2
12352,2.270597685821463,1.618068697777717,2.2877797863965723,323,1
12353,0.8794438070232793,2.880399748684191,0.8825480625006719,141,2
12354,0.8794438070232793,1.618068697777717,2.2877797863965723,123,0
12355,0.8794438070232793,2.880399748684191,1.6245173802140969,142,2
12356,2.270597685821463,1.618068697777717,2.898054620181674,324,1
12357,2.270597685821463,0.8804234008806653,2.898054620181674,314,1
12358,2.8722860018164806,2.2760107935474463,2.2877797863965723,433,0
12359,1.615099622348944,0.8804234008806653,2.898054620181674,214,1
12360,1.615099622348944,0.8804234008806653,2.898054620181674,214,1
12361,0.8794438070232793,2.880399748684191,0.8825480625006719,141,2
12362,2.8722860018164806,0.8804234008806653,2.898054620181674,414,1
12363,1.615099622348944,2.2760107935474463,1.6245173802140969,232,0
12364,2.8722860018164806,1.618068697777717,2.2877797863965723,423,1
12365,0.8794438070232793,2.2760107935474463,1.6245173802140969,132,2
12367,2.8722860018164806,2.880399748684191,0.8825480625006719,441,2
12370,1.615099622348944,0.8804234008806653,2.898054620181674,214,1
12371,2.270597685821463,1.618068697777717,2.898054620181674,324,1
12372,1.615099622348944,1.618068697777717,2.2877797863965723,223,0
12373,0.8794438070232793,2.880399748684191,1.6245173802140969,142,2
12374,2.270597685821463,2.2760107935474463,2.2877797863965723,333,0
12375,2.8722860018164806,2.2760107935474463,1.6245173802140969,432,0
12377,0.8794438070232793,1.618068697777717,2.898054620181674,124,0
12378,1.615099622348944,0.8804234008806653,2.898054620181674,214,1
12379,1.615099622348944,2.2760107935474463,2.2877797863965723,233,0
12380,2.270597685821463,0.8804234008806653,2.898054620181674,314,1
12381,2.8722860018164806,1.618068697777717,2.898054620181674,424,1
12383,0.8794438070232793,1.618068697777717,2.898054620181674,124,0
12384,2.270597685821463,2.2760107935474463,1.6245173802140969,332,0
12386,0.8794438070232793,2.880399748684191,1.6245173802140969,142,2
12388,2.8722860018164806,1.618068697777717,2.898054620181674,424,1
12390,1.615099622348944,2.2760107935474463,1.6245173802140969,232,0
12391,2.270597685821463,1.618068697777717,1.6245173802140969,322,0
12393,1.615099622348944,1.618068697777717,2.2877797863965723,223,0
12394,1.615099622348944,2.2760107935474463,2.2877797863965723,233,0
12395,2.270597685821463,0.8804234008806653,2.898054620181674,314,1
12397,2.270597685821463,0.8804234008806653,2.898054620181674,314,1
12398,2.270597685821463,1.618068697777717,2.898054620181674,324,1
12399,1.615099622348944,1.618068697777717,2.2877797863965723,223,0
12401,0.8794438070232793,2.880399748684191,0.8825480625006719,141,2
12402,0.8794438070232793,2.880399748684191,0.8825480625006719,141,2
12403,2.270597685821463,2.880399748684191,1.6245173802140969,342,0
12405,0.8794438070232793,1.618068697777717,2.898054620181674,124,0
12406,2.270597685821463,0.8804234008806653,2.898054620181674,314,1
12407,2.270597685821463,1.618068697777717,2.898054620181674,324,1
12408,2.270597685821463,0.8804234008806653,2.898054620181674,314,1
12409,1.615099622348944,0.8804234008806653,2.898054620181674,214,1
12410,0.8794438070232793,2.2760107935474463,2.2877797863965723,133,0
12412,1.615099622348944,1.618068697777717,2.2877797863965723,223,0
12413,1.615099622348944,2.2760107935474463,2.2877797863965723,233,0
12414,0.8794438070232793,2.2760107935474463,1.6245173802140969,132,2
12415,2.270597685821463,0.8804234008806653,2.898054620181674,314,1
12417,2.8722860018164806,0.8804234008806653,2.898054620181674,414,1
12418,1.615099622348944,2.2760107935474463,2.2877797863965723,233,0
12420,1.615099622348944,2.2760107935474463,1.6245173802140969,232,0
12421,2.8722860018164806,1.618068697777717,2.2877797863965723,423,1
12422,1.615099622348944,2.2760107935474463,2.2877797863965723,233,0
12423,2.8722860018164806,0.8804234008806653,2.898054620181674,414,1
12424,0.8794438070232793,2.2760107935474463,2.898054620181674,134,0
12425,1.615099622348944,2.2760107935474463,2.2877797863965723,233,0
12426,0.8794438070232793,2.2760107935474463,1.6245173802140969,132,2
12427,2.270597685821463,2.2760107935474463,2.2877797863965723,333,0
12428,2.270597685821463,0.8804234008806653,2.898054620181674,314,1
12429,2.8722860018164806,1.618068697777717,2.898054620181674,424,1
12430,2.270597685821463,2.880399748684191,0.8825480625006719,341,2
12431,2.270597685821463,0.8804234008806653,2.898054620181674,314,1
12432,2.270597685821463,0.8804234008806653,2.898054620181674,314,1
12433,2.8722860018164806,0.8804234008806653,2.898054620181674,414,1
12434,1.615099622348944,1.618068697777717,2.2877797863965723,223,0
12435,1.615099622348944,2.2760107935474463,2.898054620181674,234,0
