CustomerID,RSCORE,F SCORE,M SCORE,RFM SCORE
12346,0.8794438070232793,2.880399748684191,2.898054620181674,144
12347,2.8722860018164806,0.8804234008806653,2.898054620181674,414
12348,1.615099622348944,2.2760107935474463,2.898054620181674,234
12349,2.270597685821463,1.618068697777717,2.898054620181674,324
12350,0.8794438070232793,2.2760107935474463,1.6245173802140969,132
12352,2.270597685821463,1.618068697777717,2.2877797863965723,323
12353,0.8794438070232793,2.880399748684191,0.8825480625006719,141
12354,0.8794438070232793,1.618068697777717,2.2877797863965723,123
12355,0.8794438070232793,2.880399748684191,1.6245173802140969,142
12356,2.270597685821463,1.618068697777717,2.898054620181674,324
12357,2.270597685821463,0.8804234008806653,2.898054620181674,314
12358,2.8722860018164806,2.2760107935474463,2.2877797863965723,433
12359,1.615099622348944,0.8804234008806653,2.898054620181674,214
12360,1.615099622348944,0.8804234008806653,2.898054620181674,214
12361,0.8794438070232793,2.880399748684191,0.8825480625006719,141
12362,2.8722860018164806,0.8804234008806653,2.898054620181674,414
12363,1.615099622348944,2.2760107935474463,1.6245173802140969,232
12364,2.8722860018164806,1.618068697777717,2.2877797863965723,423
12365,0.8794438070232793,2.2760107935474463,1.6245173802140969,132
12367,2.8722860018164806,2.880399748684191,0.8825480625006719,441
12370,1.615099622348944,0.8804234008806653,2.898054620181674,214
12371,2.270597685821463,1.618068697777717,2.898054620181674,324
12372,1.615099622348944,1.618068697777717,2.2877797863965723,223
12373,0.8794438070232793,2.880399748684191,1.6245173802140969,142
12374,2.270597685821463,2.2760107935474463,2.2877797863965723,333
12375,2.8722860018164806,2.2760107935474463,1.6245173802140969,432
12377,0.8794438070232793,1.618068697777717,2.898054620181674,124
12378,1.615099622348944,0.8804234008806653,2.898054620181674,214
12379,1.615099622348944,2.2760107935474463,2.2877797863965723,233
12380,2.270597685821463,0.8804234008806653,2.898054620181674,314
12381,2.8722860018164806,1.618068697777717,2.898054620181674,424
12383,0.8794438070232793,1.618068697777717,2.898054620181674,124
12384,2.270597685821463,2.2760107935474463,1.6245173802140969,332
12386,0.8794438070232793,2.880399748684191,1.6245173802140969,142
12388,2.8722860018164806,1.618068697777717,2.898054620181674,424
12390,1.615099622348944,2.2760107935474463,1.6245173802140969,232
12391,2.270597685821463,1.618068697777717,1.6245173802140969,322
12393,1.615099622348944,1.618068697777717,2.2877797863965723,223
12394,1.615099622348944,2.2760107935474463,2.2877797863965723,233
12395,2.270597685821463,0.8804234008806653,2.898054620181674,314
12397,2.270597685821463,0.8804234008806653,2.898054620181674,314
12398,2.270597685821463,1.618068697777717,2.898054620181674,324
12399,1.615099622348944,1.618068697777717,2.2877797863965723,223
12401,0.8794438070232793,2.880399748684191,0.8825480625006719,141
12402,0.8794438070232793,2.880399748684191,0.8825480625006719,141
12403,2.270597685821463,2.880399748684191,1.6245173802140969,342
12405,0.8794438070232793,1.618068697777717,2.898054620181674,124
12406,2.270597685821463,0.8804234008806653,2.898054620181674,314
12407,2.270597685821463,1.618068697777717,2.898054620181674,324
12408,2.270597685821463,0.8804234008806653,2.898054620181674,314
12409,1.615099622348944,0.8804234008806653,2.898054620181674,214
12410,0.8794438070232793,2.2760107935474463,2.2877797863965723,133
12412,1.615099622348944,1.618068697777717,2.2877797863965723,223
12413,1.615099622348944,2.2760107935474463,2.2877797863965723,233
12414,0.8794438070232793,2.2760107935474463,1.6245173802140969,132
12415,2.270597685821463,0.8804234008806653,2.898054620181674,314
12417,2.8722860018164806,0.8804234008806653,2.898054620181674,414
12418,1.615099622348944,2.2760107935474463,2.2877797863965723,233
12420,1.615099622348944,2.2760107935474463,1.6245173802140969,232
12421,2.8722860018164806,1.618068697777717,2.2877797863965723,423
12422,1.615099622348944,2.2760107935474463,2.2877797863965723,233
12423,2.8722860018164806,0.8804234008806653,2.898054620181674,414
12424,0.8794438070232793,2.2760107935474463,2.898054620181674,134
12425,1.615099622348944,2.2760107935474463,2.2877797863965723,233
12426,0.8794438070232793,2.2760107935474463,1.6245173802140969,132
12427,2.270597685821463,2.2760107935474463,2.2877797863965723,333
12428,2.270597685821463,0.8804234008806653,2.898054620181674,314
12429,2.8722860018164806,1.618068697777717,2.898054620181674,424
12430,2.270597685821463,2.880399748684191,0.8825480625006719,341
12431,2.270597685821463,0.8804234008806653,2.898054620181674,314
12432,2.270597685821463,0.8804234008806653,2.898054620181674,314
12433,2.8722860018164806,0.8804234008806653,2.898054620181674,414
12434,1.615099622348944,1.618068697777717,2.2877797863965723,223
12435,1.615099622348944,2.2760107935474463,2.898054620181674,234
12436,1.615099622348944,2.880399748684191,1.6245173802140969,242
12437,2.8722860018164806,0.8804234008806653,2.898054620181674,414
12438,2.8722860018164806,1.618068697777717,2.898054620181674,424
12441,0.8794438070232793,2.880399748684191,0.8825480625006719,141
12442,2.8722860018164806,2.880399748684191,0.8825480625006719,441
12444,2.270597685821463,0.8804234008806653,2.898054620181674,314
12445,2.270597685821463,2.880399748684191,0.8825480625006719,341
12446,1.615099622348944,1.618068697777717,2.2877797863965723,223
